ID,Prediction
14800,0.03641754835303177
278323,0.08162629666962144
250032,0.0636791936690841
64646,0.16092194594701412
106064,0.29778535603103595
370573,0.07442271893090233
92846,0.04358655638676396
272330,0.5143957245110024
361909,0.028201469541721005
35113,0.1920607818055696
309496,0.023540937718201985
324321,0.005318659406396196
158790,0.32730517898559647
5203,0.028178596441625903
331450,0.0896995363236234
411948,0.30188938103051793
302038,0.06209461193835972
415087,0.2522809164484917
338016,0.33346647818192615
232129,0.40114511456748636
206081,0.3861155747814463
105403,0.1833189915494241
314803,0.4224945377418123
386753,0.12822283924586486
355363,0.18361772812758034
170187,0.10033327686307998
43589,0.37304448305823534
138260,0.1904120641039639
139711,0.224569821772068
32872,0.04398872737757427
417689,0.33898771135349676
400683,0.02425995915437431
348847,0.3494298086901621
31916,0.020964512576856123
293321,0.08911128093361737
20342,0.06561126160841932
44118,0.03522793050109491
98427,0.2393379939957215
34461,0.12000235504265834
324619,0.11952773668215015
379664,0.015822275428325226
369316,0.057216377436480344
341911,0.027072280875958175
261038,0.34391911227504873
419890,0.04911320859637907
275220,0.29259599244442236
315644,0.06746249906140998
194059,0.02345951572893065
155999,0.21830526666980796
27881,0.04872621789604043
182615,0.03470764137307815
300134,0.33416366039574646
252037,0.06525415179853111
329249,0.14688412602834283
115621,0.10928455173342362
269704,0.04310232285793524
306640,0.08062986493353361
179959,0.053138553872956656
141469,0.03502326056592659
41706,0.48258911597182513
240293,0.1705426084227756
345529,0.17284847865715616
374853,0.15168645770309114
414659,0.2615818684551607
202418,0.3354649220721897
130154,0.5225159038990649
101172,0.011213892567651108
255005,0.039853166472968785
387690,0.08420631075959355
400372,0.15972366327815363
54946,0.4449825760690826
209221,0.434601823642562
54926,0.22441772770657273
171514,0.3779939906137753
383432,0.1938209236597563
23490,0.22451155674829065
140403,0.1974489502074996
270059,0.4054411151645809
325899,0.07637037500704656
54057,0.12731645642739603
329213,0.11780796047545425
26095,0.2722435404603354
268196,0.06694443252084455
118084,0.11909136337540659
73636,0.03979020003574288
197580,0.03415687300990739
209724,0.4456319040622514
308531,0.33678272533721315
245180,0.041152129279857674
59399,0.07728451073926167
261887,0.32947263250222303
287515,0.5607507561466637
114817,0.6437616398041703
384895,0.4746628527559153
143667,0.3689897488382938
384842,0.040865706941456664
157717,0.033323534979313875
198888,0.028642548385231652
333320,0.039088337790970804
147430,0.19864254922538133
349392,0.340000420100302
340358,0.5510211540587524
22750,0.23017863843646041
138237,0.18461591875634362
409121,0.030411973596441592
417456,0.27430905203006767
320399,0.017038753447407295
353700,0.006912323145522657
232785,0.5140995297385069
379852,0.09437617723691857
418164,0.1287094630982438
262310,0.363039293164088
265582,0.1649329221775263
21184,0.04460216715428517
369365,0.13490785010448958
356405,0.009208586552336553
365370,0.251285146516907
350177,0.005621968121968121
234940,0.13185316757731805
236911,0.06623538932619588
200633,0.12360795189208279
357743,0.5926522584431266
188964,0.4406509765380617
56483,0.047788771542373445
194689,0.37007681296083694
140806,0.27282329120208143
104932,0.08081390113607315
143207,0.17349927956495856
24873,0.4222503501167209
181383,0.19956352760275894
346654,0.04551712952482823
363336,0.4276551948151271
263633,0.18820217921444982
172240,0.35356597746665125
229408,0.031975194423911696
163785,0.07577303910307727
324524,0.05995560300896993
320522,0.3827490952970744
69639,0.32958134392891236
201459,0.009242639150243271
312177,0.4182796976755657
92738,0.3492112040300975
320082,0.10167373038867025
129491,0.020500974654427073
167275,0.3726788232417818
314895,0.10014510514777444
405213,0.02452058914893351
182178,0.10949538142086591
410613,0.30792431618818755
124547,0.3042546569939534
415279,0.005341880341880342
63025,0.11484118673856614
388098,0.22211752702602053
66629,0.5017114765374188
320340,0.26793635308540015
131315,0.08689397633846317
161613,0.4043270153917733
155225,0.06320533989638365
130332,0.026324276277979102
153082,0.009443866882061773
66867,0.08593529281367027
398305,0.06351129253081765
390133,0.015823192698288052
100233,0.42370140360050534
65411,0.3869299077762424
146993,0.37309086823188387
165226,0.01768345115133719
381955,0.046167071921898326
27648,0.4098041522794772
316144,0.02885492473319823
336015,0.08224321123476123
218751,0.21369960083511358
201033,0.24649198734175445
335021,0.3003701131878803
120221,0.03191723123632521
258429,0.047289550039597374
311577,0.2088767153295743
174379,0.17683659039570282
340346,0.19723423038944382
330363,0.5032254284194957
239145,0.19150624976822797
138452,0.25346996273555733
196357,0.13815849839020095
164485,0.44451065013502683
374032,0.04761023639446617
50981,0.285439725099911
285231,0.21021450886155396
274583,0.4785503236647257
236210,0.4465285517314086
378068,0.19160429353253056
254034,0.06752274215087715
196097,0.027032658304112576
152243,0.032612584278452976
225371,0.497677633152303
377791,0.23715781764621793
357313,0.04662425739704302
117600,0.5834100092880566
393153,0.33145530092281195
134072,0.020142517211440936
194658,0.02762682679798866
342987,0.4647411493169863
217171,0.1121462219756681
340939,0.02115816188233632
187622,0.06378723649063063
185876,0.38418978245330604
286708,0.06496195085614814
243649,0.06118446185078228
110626,0.2855410414493382
157651,0.16689409184434814
363413,0.43991233569154214
91853,0.3327046607181982
69533,0.6058937672080809
101223,0.29722886530555226
21951,0.08375284081812244
52895,0.04418703617869443
375433,0.28260032184709905
348721,0.2733177566600123
46709,0.08160437056227121
106630,0.5182177100154317
170128,0.11955051877628906
15617,0.04092545959772552
234217,0.2165414102855765
307468,0.14243600165319165
112775,0.12107164126198941
50127,0.23555576212638124
234209,0.08150821261199978
385599,0.20285304332838536
150142,0.12564902667434447
297028,0.4193523526235185
271085,0.046521452610888324
322956,0.2588860763189199
75378,0.24229890914542246
9631,0.44176776854473665
245205,0.3325723334670333
137527,0.01800344267784256
186907,0.19840655887572248
227529,0.4348291735106685
126095,0.08015851568810463
396626,0.05342784665056565
66924,0.23279993896787893
356809,0.6370996233563417
351722,0.5106809185297658
331446,0.01615192725392887
138152,0.00630952043534947
173739,0.10659002389105607
348415,0.4724571320511561
145072,0.3112046886311928
303185,0.013679276954972522
189256,0.3241414051637383
95007,0.4047117590337216
139444,0.03319791157689855
232071,0.05472416221314773
17484,0.11374589512830735
308716,0.03100847951017731
124788,0.3874867678751891
99134,0.09400075268407837
367376,0.3568712941318937
285569,0.4533969495919451
230493,0.11915703627216805
189709,0.44032882321239686
309956,0.03576931436163262
230254,0.020900019095924524
302629,0.00544620412267471
274078,0.023448214043600344
